folioviv,foliohog,numren,clave,material,gasto,gasto_tri
08012792506,1,03,E004A,1000,1000,2903.22
08012792506,1,03,E004B,250,250,725.8
08015130106,1,03,E004A,200,200,580.64
08020632402,1,04,E005A,210,210,609.67
08020632402,1,05,E004A,790,790,2293.54
08021730304,1,03,E003A,25,25,72.58
08022313302,1,02,E004A,200,200,580.64
08023722602,1,03,E003A,1500,1500,4354.83
08023722604,1,03,E005B,3600,3600,10451.61
08023722604,1,04,E003B,1000,1000,2903.22
08023722605,1,02,E002A,1500,1500,4354.83
08025431202,1,03,E002A,250,250,725.8
08025431202,1,04,E002A,250,250,725.8
08025550705,1,03,E005A,250,250,803.57
08026663005,1,03,E002A,138,138,414
08026663005,1,04,E001B,70,70,210
08027862103,1,03,E002B,275,275,825
08027862103,1,03,E002A,125,125,375
08027862103,1,04,E002B,275,275,825
08027862103,1,04,E002A,125,125,375
08028053003,1,03,E002A,300,300,900
08028053003,1,04,E001A,1000,1000,3000
08029351206,1,03,E001B,90,90,261.29
08029351206,1,03,E001A,60,60,174.19
08031252802,1,05,E002A,1000,1000,3000
08031252802,1,06,E001A,1000,1000,3000
08031252804,1,05,E001A,450,450,1350
08031252804,1,04,E002A,400,400,1200
08031252804,1,03,E002A,800,800,2400
08031252806,1,03,E003A,900,900,2700
08031252806,1,04,E002A,1000,1000,3000
08033231903,1,04,E005A,400,400,1200
08033611603,1,02,E004A,120,120,348.38
08033611606,1,03,E002A,150,150,435.48
08033751406,1,05,E003B,300,300,900
08034002502,1,04,E002B,667,667,1936.45
08034002502,1,03,E003B,667,667,1936.45
08034002502,1,05,E002B,667,667,1936.45
08034002504,1,03,E003A,800,800,2322.58
08035922402,1,02,E005A,400,400,1161.29
08035922406,1,04,E004A,800,800,2322.58
08037612301,1,02,E005A,250,250,725.8
08037612301,1,03,E005A,250,250,725.8
08039903404,1,03,E002A,200,200,600
08039903404,1,04,E003A,200,200,600
08040853503,1,05,E002A,100,100,300
08040853503,1,05,E002B,100,100,300
08042071604,1,04,E001A,150,150,435.48
08042071605,1,03,E004A,200,200,580.64
08042262705,1,03,E004A,500,500,1451.61
08042262705,1,03,E004B,100,100,290.32
08043861004,1,03,E005A,400,400,1161.29
08046070305,1,05,E002B,200,200,580.64
08046070305,1,04,E003B,200,200,580.64
08046190801,1,04,E002A,200,200,642.85
08046822601,1,04,E002A,78,78,226.45
08046822602,1,05,E002A,125,125,362.9
08046822602,1,04,E003A,75,75,217.74
08046822603,1,05,E002A,104,104,301.93
08046822603,1,04,E002B,79,79,229.35
08046822604,1,06,E002A,75,75,217.74
08046822604,1,05,E002B,125,125,362.9
08046822604,1,06,E002B,116,116,336.77
08046822604,1,05,E002A,125,125,362.9
08046822605,1,03,E003A,125,125,362.9
08047840805,1,05,E002A,150,150,482.14
08048692802,1,07,E001A,300,300,900
08048692802,1,07,E001B,500,500,1500
08048692802,1,05,E003A,500,500,1500
08048692802,1,05,E003B,200,200,600
08049262601,1,04,E005A,600,600,1741.93
08049262601,1,05,E002A,500,500,1451.61
08049262601,1,04,E005B,200,200,580.64
08049262601,1,05,E002B,500,500,1451.61
08049262603,1,08,E002B,150,150,435.48
08049262603,1,06,E003A,300,300,870.96
08049262603,1,06,E003B,100,100,290.32
08049262603,1,05,E003A,250,250,725.8
08049262603,1,08,E002A,250,250,725.8
08049262603,1,05,E003B,150,150,435.48
08049262604,1,05,E004B,200,200,580.64
08049262604,1,02,E005A,400,400,1161.29
08049262604,1,05,E004A,200,200,580.64
08049262604,1,04,E002B,200,200,580.64
08049262604,1,04,E002A,200,200,580.64
08049262604,1,02,E005B,200,200,580.64
08049302502,1,04,E002B,200,200,580.64
08049302502,1,04,E002A,300,300,870.96
08049302505,1,03,E003B,94,94,272.9
08049302505,1,03,E003A,406,406,1178.7
08049302505,1,02,E005A,369,369,1071.29
08049302505,1,02,E005B,131,131,380.32
08049322501,1,03,E003B,150,150,435.48
08049322501,1,03,E003A,350,350,1016.12
08049322501,1,04,E003B,150,150,435.48
08049322501,1,04,E003A,350,350,1016.12
08049322502,1,02,E005A,150,150,435.48
08049322502,1,03,E005A,400,400,1161.29
08049322502,1,03,E005B,100,100,290.32
08049322502,1,04,E005A,200,200,580.64
08049322502,1,04,E005B,100,100,290.32
08049322502,1,02,E005B,50,50,145.16
08049322503,1,02,E005A,600,600,1741.93
08049322503,1,02,E005B,200,200,580.64
08049322504,1,04,E003A,250,250,725.8
08049322504,1,04,E003B,150,150,435.48
08049322504,1,03,E005A,380,380,1103.22
08049322504,1,03,E005B,220,220,638.7
08049322506,1,03,E004B,300,300,870.96
08049322506,1,03,E004A,500,500,1451.61
08050121603,1,06,E001A,150,150,435.48
08050121603,1,06,E001B,250,250,725.8
08053040704,1,07,E003A,100,100,321.42
08053040704,1,10,E001B,100,100,321.42
08053040704,1,09,E003A,100,100,321.42
08053040704,1,08,E003A,100,100,321.42
08053040704,1,06,E004A,100,100,321.42
08053040705,1,03,E002A,100,100,321.42
08053101005,1,04,E004A,735,735,2133.87
08053101005,1,04,E004B,765,765,2220.96
08054373405,1,03,E003A,350,350,1050
08054850601,1,03,E003A,100,100,290.32
08054850606,1,04,E002B,100,100,290.32
08054850606,1,02,E004B,200,200,580.64
08054850606,1,06,E001B,100,100,290.32
08055251402,1,03,E002B,90,90,270
08055251403,1,04,E002A,100,100,300
08056023203,1,05,E002B,100,100,290.32
08056023203,1,05,E002A,100,100,290.32
08056023206,1,03,E002A,100,100,290.32
08057263301,1,04,E003A,200,200,580.64
08057263301,1,05,E002A,150,150,435.48
08057263302,1,05,E002A,100,100,290.32
08057263302,1,04,E003A,100,100,290.32
08057263302,1,03,E004A,100,100,290.32
08057263303,1,03,E003A,200,200,580.64
08057263303,1,04,E002A,200,200,580.64
08057911501,1,03,E002A,250,250,750
08057911501,1,04,E001A,250,250,750
08058262404,1,03,E003A,400,400,1161.29
08058262404,1,03,E003B,100,100,290.32
08058291203,1,03,E004B,200,200,580.64
08058291203,1,03,E004A,100,100,290.32
08060741505,1,04,E002A,500,500,1500
08060741505,1,03,E002A,500,500,1500
08060800201,1,02,E007B,250,250,725.8
08060800202,1,05,E004A,100,100,290.32
08061480001,1,03,E003A,300,300,900
08061480001,1,04,E002A,300,300,900
08061480002,1,03,E002A,150,150,450
08061480002,1,02,E002A,150,150,450
08061480004,1,03,E002B,48,48,144
08063213001,1,04,E003A,100,100,300
08063213001,1,05,E003B,100,100,300
08063213001,1,05,E003A,100,100,300
08063213001,1,04,E003B,100,100,300
08063213006,1,03,E003B,200,200,600
08063252904,1,03,E002B,57,57,171
08064552705,1,05,E002A,100,100,290.32
08064552705,1,03,E002A,100,100,290.32
08064552705,1,04,E002A,75,75,217.74
08064552706,1,04,E002A,75,75,217.74
08064552706,1,03,E003A,70,70,203.22
08064552706,1,04,E002B,45,45,130.64
08064680902,1,01,E005A,200,200,642.85
08064680902,1,04,E003A,500,500,1607.14
08064850101,1,04,E002A,200,200,580.64
08064850104,1,04,E003A,150,150,435.48
08064850104,1,03,E003A,150,150,435.48
08064850106,1,02,E005B,200,200,580.64
08065271606,1,04,E003A,84,84,243.87
08066061802,1,03,E002A,200,200,580.64
08068071104,1,06,E001A,100,100,290.32
08068071104,1,05,E002A,200,200,580.64
08068071105,1,04,E002A,250,250,725.8
08068222803,1,08,E001A,300,300,900
08068222803,1,07,E002B,300,300,900
08068222803,1,07,E002A,500,500,1500
08068222803,1,08,E001B,400,400,1200
08068222806,1,03,E003A,400,400,1200
08068222806,1,03,E003B,300,300,900
08068702502,1,04,E002A,260,260,754.83
08068702502,1,04,E002B,140,140,406.45
08068702506,1,04,E003A,400,400,1161.29
08068702506,1,03,E005B,300,300,870.96
08068702506,1,05,E003B,200,200,580.64
08068702506,1,05,E003A,400,400,1161.29
08068702506,1,04,E003B,200,200,580.64
08068702506,1,03,E005A,700,700,2032.25
08070592702,1,03,E003A,700,700,2032.25
08070592702,1,03,E003B,300,300,870.96
08070592704,1,03,E005A,400,400,1161.29
08070592704,1,05,E003B,100,100,290.32
08070592704,1,05,E003A,400,400,1161.29
08070592704,1,03,E005B,100,100,290.32
08070592704,1,04,E003A,400,400,1161.29
08070592704,1,04,E003B,100,100,290.32
08070592705,1,03,E005A,400,400,1161.29
08070592705,1,03,E005B,600,600,1741.93
08070592705,1,04,E002A,250,250,725.8
08070592705,1,04,E002B,100,100,290.32
08070592705,1,05,E002A,250,250,725.8
08070592705,1,05,E002B,100,100,290.32
08070592706,1,02,E003B,300,300,870.96
08070592706,1,02,E003A,500,500,1451.61
08071770901,1,04,E004B,50,50,160.71
08071770901,1,04,E004A,200,200,642.85
08072793101,1,03,E002A,50,50,145.16
08072793103,1,03,E003A,200,200,580.64
08072793103,1,04,E002A,50,50,145.16
08072793105,1,03,E001A,200,200,580.64
08072793105,1,03,E001B,100,100,290.32
08072793106,1,04,E002A,100,100,290.32
08074102601,1,04,E002B,100,100,290.32
08074102601,1,04,E002A,200,200,580.64
08074102601,1,03,E002A,200,200,580.64
08074102601,1,03,E002B,100,100,290.32
08074102601,1,02,E005B,100,100,290.32
08074102601,1,02,E005A,400,400,1161.29
08074102602,1,05,E002B,100,100,290.32
08074102602,1,03,E002A,200,200,580.64
08074102602,1,03,E002B,100,100,290.32
08074102602,1,04,E002A,200,200,580.64
08074102602,1,04,E002B,100,100,290.32
08074102602,1,05,E002A,200,200,580.64
08074102603,1,05,E004A,200,200,580.64
08074102603,1,04,E004B,100,100,290.32
08074102603,1,04,E004A,200,200,580.64
08074102603,1,03,E005B,100,100,290.32
08074102603,1,03,E005A,400,400,1161.29
08074102603,1,05,E004B,100,100,290.32
08074102606,1,04,E004A,300,300,870.96
08074102606,1,05,E002B,150,150,435.48
08074102606,1,05,E002A,250,250,725.8
08074102606,1,04,E004B,200,200,580.64
08076851703,1,05,E002B,50,50,145.16
08076851703,1,04,E002A,60,60,174.19
08076851703,1,03,E003A,60,60,174.19
08077700401,1,05,E002A,200,200,580.64
08077700401,1,06,E002A,100,100,290.32
08077700402,1,04,E002B,200,200,580.64
08077700402,1,03,E003B,300,300,870.96
08077700406,1,03,E002A,100,100,290.32
08077700406,1,05,E002A,100,100,290.32
08081292602,1,05,E003B,100,100,290.32
08081292602,1,03,E003A,200,200,580.64
08081292602,1,03,E003B,100,100,290.32
08081292602,1,04,E003A,200,200,580.64
08081292602,1,04,E003B,100,100,290.32
08081292602,1,05,E003A,200,200,580.64
08081292604,1,03,E004A,240,240,696.77
08081292604,1,03,E004B,60,60,174.19
08081292604,1,04,E003A,230,230,667.74
08081292604,1,04,E003B,70,70,203.22
08081292605,1,03,E004A,300,300,870.96
08081292605,1,04,E003A,300,300,870.96
08081292605,1,05,E002A,300,300,870.96
08081292606,1,03,E004A,200,200,580.64
08081292606,1,04,E003A,200,200,580.64
08081461603,1,03,E003B,400,400,1161.29
08081461606,1,06,E002B,50,50,145.16
08081462502,1,03,E003A,300,300,870.96
08081462502,1,04,E002B,100,100,290.32
08081462502,1,04,E002A,200,200,580.64
08081462502,1,03,E003B,200,200,580.64
08081462503,1,05,E003B,200,200,580.64
08081462503,1,05,E003A,400,400,1161.29
08081462503,1,04,E004B,200,200,580.64
08081462503,1,04,E004A,400,400,1161.29
08081462503,1,03,E005B,200,200,580.64
08081462503,1,03,E005A,400,400,1161.29
08081462505,1,03,E002B,100,100,290.32
08081462505,1,02,E002A,300,300,870.96
08081462505,1,03,E002A,300,300,870.96
08081462505,1,02,E002B,100,100,290.32
08082681301,1,04,E005A,400,400,1200
08083371002,1,03,E002A,300,300,870.96
08083371002,1,03,E002B,200,200,580.64
08083371002,1,04,E002A,300,300,870.96
08083371002,1,04,E002B,200,200,580.64
08083371002,1,02,E002A,300,300,870.96
08083371002,1,02,E002B,200,200,580.64
08083372801,1,04,E002B,500,500,1500
08083372801,1,04,E002A,500,500,1500
08083372801,1,03,E004B,200,200,600
08083372801,1,03,E004A,800,800,2400
08083372805,1,03,E007A,1000,1000,3000
08089492001,1,03,E003A,200,200,600
08090521303,1,03,E004A,150,150,450
08090521303,1,05,E003A,100,100,300
08601772904,1,04,E001A,75,75,225
08601772904,1,03,E002B,75,75,225
08601772904,1,03,E002A,75,75,225
08601772904,1,04,E001B,75,75,225
08602112703,1,02,E004A,300,300,870.96
08602112703,1,02,E004B,100,100,290.32
08602701003,1,04,E002B,50,50,145.16
08602701003,1,05,E001B,50,50,145.16
08602702502,1,04,E003B,100,100,290.32
08602702502,1,04,E003A,195,195,566.12
08605982804,1,03,E003B,100,100,300
08605982804,1,03,E003A,200,200,600
08605982805,1,03,E002A,300,300,900
08605982805,1,03,E002B,200,200,600
08605982806,1,03,E002A,300,300,900
08605982806,1,03,E002B,100,100,300
08605982806,1,02,E004B,100,100,300
08605982806,1,02,E004A,300,300,900
08606233306,1,04,E002A,300,300,870.96
08607580703,1,04,E002A,100,100,321.42
08607580703,1,05,E002B,100,100,321.42
08607580703,1,06,E002B,100,100,321.42
08607580703,1,03,E003A,200,200,642.85
08607580703,1,04,E002B,100,100,321.42
09000063701,1,03,E005B,240,240,696.77
09000063705,1,05,E004B,180,180,522.58
09001262306,1,07,E002A,600,600,1741.93
09001262306,1,06,E004A,500,500,1451.61
09002161403,1,01,E005B,100,100,300
09002161406,1,04,E005B,80,80,240
09002161406,1,03,E005B,60,60,180
09002603205,1,03,E002B,40,40,116.12
09002603206,1,03,E004A,168,168,487.74
09003263304,1,04,E002A,120,120,348.38
09005322702,1,02,E002A,160,160,464.51
09005322702,1,02,E002B,250,250,725.8
09005322706,1,03,E001A,120,120,348.38
09005322706,1,03,E001B,180,180,522.58
09006821501,1,03,E004B,120,120,360
09006821503,1,03,E004B,200,200,600
09007563206,1,05,E004B,500,500,1451.61
09007563206,1,03,E005B,1000,1000,2903.22
09007563206,1,04,E005B,1000,1000,2903.22
09013911306,1,04,E004B,92,92,276
09013911306,1,04,E004A,120,120,360
09013981702,1,03,E002B,140,140,406.45
09013981702,1,03,E002A,110,110,319.35
09013981703,1,03,E004B,424,424,1230.96
09013981706,1,02,E002B,140,140,406.45
09013981706,1,02,E002A,60,60,174.19
09014881601,1,09,E003B,136,136,394.83
09014881601,1,09,E003A,75,75,217.74
09014881601,1,10,E002A,50,50,145.16
09014881601,1,10,E002B,230,230,667.74
09014881602,1,06,E002A,28,28,81.29
09014881602,1,05,E004A,60,60,174.19
09014881605,1,05,E003B,56,56,162.58
09014881605,1,04,E003A,60,60,174.19
09014881606,1,04,E002A,35,35,101.61
09014881606,1,04,E002B,20,20,58.06
09016183303,1,03,E002B,120,120,348.38
09016840805,1,03,E005B,200,200,642.85
09016840805,1,03,E005A,120,120,385.71
09019850701,2,03,E002B,500,500,1607.14
09019850705,1,03,E005B,1800,1800,5785.71
09019850705,1,02,E004B,500,500,1607.14
09020683002,1,04,E004B,1660,1660,4980
09020683002,1,04,E004A,990,990,2970
09020683003,1,04,E005A,180,180,540
09020702901,1,03,E002B,920,920,2760
09020702904,1,03,E005B,300,300,900
09020702905,1,06,E002B,100,100,300
09020702905,1,05,E002B,100,100,300
09021861003,1,03,E001B,95,95,275.8
09021861003,1,03,E001A,40,40,116.12
09021861004,1,03,E001B,117,117,339.67
09021861004,1,02,E002B,56,56,162.58
09021861004,1,02,E002A,130,130,377.41
09025950002,1,05,E003B,285,285,855
09025950002,1,04,E004B,55,55,165
09025950002,1,04,E004A,52,52,156
09025950002,1,05,E003A,65,65,195
09026410106,1,04,E002A,200,200,580.64
09026410106,1,03,E002B,315,315,914.51
09026410106,1,04,E002B,225,225,653.22
09026410106,1,03,E002A,200,200,580.64
09028092102,1,03,E004B,20,20,60
09028092106,1,02,E003B,100,100,300
09028411403,1,01,E005B,200,200,600
09034432702,1,04,E002B,390,390,1132.25
09034432702,1,04,E002A,360,360,1045.16
09034432702,1,05,E002A,360,360,1045.16
09034432702,1,05,E002B,390,390,1132.25
09035333502,1,01,E005B,220,220,660
09035333503,1,03,E003B,116,116,348
09035333503,1,04,E002B,160,160,480
09035333506,1,03,E002B,80,80,240
09035333506,1,02,E002B,120,120,360
09035912405,1,04,E003B,360,360,1045.16
09035912405,1,03,E004A,1700,1700,4935.48
09036893401,1,05,E003B,150,150,450
09036893401,1,06,E003B,150,150,450
09036893401,1,04,E005B,200,200,600
09036893404,1,02,E005B,310,310,930
09036910502,1,04,E005A,300,300,870.96
09036910505,1,06,E002A,200,200,580.64
09036910505,1,04,E005A,225,225,653.22
09036910505,1,05,E004A,480,480,1393.54
09036910505,1,04,E005B,125,125,362.9
09037581101,1,04,E003B,70,70,203.22
09037581101,1,05,E003B,75,75,217.74
09037581101,1,03,E004B,100,100,290.32
09037581103,1,02,E004B,100,100,290.32
09037581106,1,04,E002B,15,15,43.54
09037581106,1,04,E002A,25,25,72.58
09039571801,1,02,E003B,150,150,435.48
09039722506,1,03,E002B,800,800,2322.58
09040831302,1,02,E005B,100,100,300
09040831303,1,03,E005B,300,300,900
09043473601,1,04,E005A,50,50,150
09043473601,1,04,E005B,100,100,300
09043473602,1,04,E001B,30,30,90
09043473602,1,03,E002B,50,50,150
09043473604,1,03,E002B,200,200,600
09043473605,1,03,E004B,160,160,480
09043473605,1,04,E003B,50,50,150
09045592603,1,03,E004B,140,140,406.45
09045592603,1,03,E004A,140,140,406.45
09045592604,1,04,E005A,90,90,261.29
09045592604,1,04,E005B,210,210,609.67
09045592606,1,04,E004B,60,60,174.19
09045592606,1,04,E004A,140,140,406.45
09045661901,1,02,E002B,150,150,450
09045661902,1,04,E002B,100,100,300
09045661905,1,03,E004B,250,250,750
09047383503,1,03,E002B,200,200,600
09047383506,1,06,E002B,100,100,300
09047383506,1,05,E004B,200,200,600
09047383506,1,04,E005B,200,200,600
09048353403,1,03,E005B,150,150,450
09048353403,1,04,E002B,65,65,195
09048353405,1,02,E003A,105,105,315
09048353406,1,03,E004B,300,300,900
09048353406,1,05,E001B,200,200,600
09048353406,1,04,E003B,115,115,345
09050801502,1,04,E005B,160,160,480
09052322802,1,03,E002B,220,220,660
09052322802,1,03,E002A,240,240,720
09056821204,1,04,E003B,200,200,580.64
09056821204,1,03,E004A,200,200,580.64
09059012501,1,03,E005A,760,760,2206.45
09059012503,1,02,E002A,200,200,580.64
09059012503,1,02,E002B,130,130,377.41
09059012505,1,03,E003B,110,110,319.35
09059012505,1,04,E002A,270,270,783.87
09059012505,1,04,E002B,200,200,580.64
09059012505,1,03,E003A,250,250,725.8
09060263704,1,02,E003B,65,65,188.7
09060263706,1,03,E002B,21,21,60.96
09060611902,1,05,E002B,150,150,450
09060611905,1,05,E002B,120,120,360
09061031605,1,02,E002B,150,150,435.48
09061841002,1,03,E002B,23,23,66.77
09061841002,1,04,E002A,38,38,110.32
09061841002,1,04,E002B,28,28,81.29
09061841002,1,03,E002A,22,22,63.87
09064620806,1,03,E004A,350,350,1124.99
09066883203,1,05,E003B,24,24,69.67
09066883203,1,06,E001B,265,265,769.35
09066883204,1,05,E002B,65,65,188.7
09070560204,1,03,E004B,30,30,87.09
09070560206,1,04,E002B,50,50,145.16
09072103302,1,03,E004B,300,300,870.96
09072103302,1,02,E005B,200,200,580.64
09072103304,1,03,E002B,200,200,580.64
09072103305,1,04,E003B,200,200,580.64
09072103305,1,05,E002B,100,100,290.32
09072261102,1,04,E005B,200,200,580.64
09072261103,1,03,E003B,175,175,508.06
09072261104,1,03,E004B,200,200,580.64
09072261105,1,03,E004A,430,430,1248.38
09072261105,1,03,E004B,570,570,1654.83
09075520705,1,05,E002B,116,116,372.85
09078910002,1,09,E002A,26,26,78
09078910002,1,10,E002A,26,26,78
09078910002,1,10,E002B,124,124,372
09078910003,1,05,E002A,78,78,234
09078910003,1,04,E002A,60,60,180
09078910005,1,04,E002A,100,100,300
09078910005,1,03,E003B,200,200,600
09078910005,1,03,E003A,100,100,300
09078910005,1,04,E002B,100,100,300
09080650501,1,03,E003B,100,100,290.32
09080650503,1,04,E002A,300,300,870.96
09082091803,1,03,E002B,50,50,145.16
09082091803,1,04,E002B,50,50,145.16
09082091806,1,06,E004B,200,200,580.64
09082091806,1,07,E003B,50,50,145.16
09082121302,1,06,E002B,80,80,240
09082121302,1,06,E002A,32,32,96
09082121305,1,05,E005A,214,214,642
09082121306,1,05,E002A,61,61,183
09082121306,1,04,E005B,200,200,600
09082121306,1,05,E002B,35,35,105
09083692103,1,04,E002B,79,79,237
09083692103,1,03,E002B,59,59,177
09083692105,1,05,E004B,50,50,150
09085411701,1,03,E002B,50,50,145.16
09085411701,1,04,E002B,50,50,145.16
09085411702,1,02,E005B,7350,7350,21338.7
09085411702,1,02,E005A,710,710,2061.29
09085411705,1,02,E005A,50,50,145.16
09085411705,1,02,E005B,150,150,435.48
09087023005,1,04,E003B,140,140,420
09087572001,1,04,E002B,130,130,390
09088152901,1,03,E003B,228,228,684
09088152901,1,03,E003A,308,308,924
09088152904,1,05,E003A,170,170,510
09088152904,1,05,E003B,36,36,108
09088152904,1,06,E001A,85,85,255
09088152904,1,04,E004A,140,140,420
09088152904,1,04,E004B,35,35,105
09091283604,1,03,E003B,150,150,450
09091283605,1,03,E003B,50,50,150
09091283605,1,04,E002B,30,30,90
09091283605,1,05,E002B,20,20,60
09091751604,1,11,E004B,120,120,348.38
09091751604,1,10,E004B,30,30,87.09
09091751604,1,09,E001B,150,150,435.48
09091751604,1,05,E003B,100,100,290.32
09091751604,1,04,E003B,50,50,145.16
09091751604,1,12,E003B,80,80,232.25
09091751605,1,05,E003B,150,150,435.48
09091751605,1,06,E002B,150,150,435.48
09091751606,1,04,E002B,50,50,145.16
09091751606,1,05,E002B,50,50,145.16
09091751606,1,03,E002B,50,50,145.16
09091751606,1,06,E001B,50,50,145.16
09091751606,1,09,E002B,50,50,145.16
09091981001,1,06,E003B,120,120,348.38
09091981002,1,03,E002B,220,220,638.7
